Hostname,BIOS Serial Number,Processor,Total Physical Memory,Storage,System Model,System Manufacturer,Last Logged In User,Device Health,MAC Addresses
56TY-NRB,5CD04756TY,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,7.84 GB,C:\ 5.089112E11,HP ProBook 450 G7,HP,mmatata,Unverified,"3024a9889a2a, dc41a9f79aa5, 00090ffe0001, dc41a9f79aa4, dc41a9f79aa8"
56V9-NRB,5CD04756V9,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,15.84 GB,C:\ 5.108694E11,HP ProBook 450 G7,HP,kroy,All good,"3024a97d13bb, dc41a9f78e7f, de41a9f78e7e, 00090ffe0001, dc41a9f78e7e, dc41a9f78e82"
5CD10,5CD1084NM1,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,15.84 GB,"C:\ 5.04395E11, D:\ 5.35806E8",HP ProBook 430 G7,HP,ckariuki,Critical,"6c02e09323c7, 02e93ad37ecf, 82e93ad37ecf, 00090ffe0001, 00e93ad37ecf"
5CD13691JC-NRB,5CD13691JC,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.68 GB,C:\ 5.112123E11,HP ProBook 440 G8 Notebook PC,HP,egathuma,All good,"a0e70b57471c, 00090ffe0001, a0e70b57471b, 5081409355ef"
5D7L-NRB,5CD2235D7L,12th Gen Intel(R) Core(TM) i5-1240P,7.64 GB,C:\ 5.105821E11,HP ProBook 450 15.6 inch G9 Notebook PC,HP,mchemutai,Critical,"8469937294ad, 703217ba69d7, 723217ba69d6, 00090ffe0001, 703217ba69d6"
61TCT-NRB,1H84261TCT,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.11098E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,pkamau,All good,"28c5c861359e, fa6dcc640b0e, fe6dcc640b0e, 00090ffe0001, f86dcc640b0e"
63CV,PC2763CV,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,7.7 GB,C:\ 2.551453E11,11ED0030UM,LENOVO,mmacharia,Critical,"646ee066f71a, 646ee066f71b, 666ee066f71a, 1c697af6839e"
63CZ,PC2763CZ,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,7.7 GB,C:\ 2.551275E11,11ED0030UM,LENOVO,gnjiraini,Critical,"646ee066f072, 1c697af684dc, 646ee066f075, 646ee066f071"
63D0,PC2763D0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,7.7 GB,C:\ 2.551097E11,11ED0030UM,LENOVO,iombaba,Critical,"1c697af68358, 646ee066f068, 666ee066f067, 646ee066f06b, 646ee066f067"
63DP,PC2763DP,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,7.7 GB,C:\ 2.551401E11,11ED0030UM,LENOVO,agitau,Critical,"646ee068f416, 646ee068f417, 1c697af686db"
64F7F-NRB,5CD2164F7F,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.110073E11,HP ProBook 450 G8 Notebook PC,HP,akamene,Critical,"bc6ee29d0fbd, be6ee29d0fbc, 00090ffe0001, bc6ee29d0fbc, bc6ee29d0fc0, 8469934e3df8"
64F7T-NRB,5CD2164F7T,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.109706E11,HP ProBook 450 G8 Notebook PC,HP,twanjiku,All good,"00090ffe0001, 00090faa0001, bc6ee2968e81, be6ee2968e80, 00ffad616e6b, bc6ee2968e80, 8469934e3de4"
656H-NRB,5CD513656H,Intel(R) Core(TM) Ultra 7 258V,31.48 GB,C:\ 1.02289E12,HP OmniBook Ultra Flip Laptop 14-fh0xxx,HP,avadher,All good,"00090ffe0001, 00090faa0001, 32e3a48396d6, 30e3a48396d7, 30e3a48396d6, 30e3a48396da"
656M-NRB,5CD513656M,Intel(R) Core(TM) Ultra 7 258V,31.48 GB,C:\ 1.022884E12,HP OmniBook Ultra Flip Laptop 14-fh0xxx,HP,achaudhry,All good,"8c3b4a607832, 32e3a48396fe, 30e3a48396ff, 00090ffe0001, 30e3a4839702, 30e3a48396fe"
656T-NRB,5CD513656T,Intel(R) Core(TM) Ultra 7 258V,31.48 GB,C:\ 1.02289E12,HP OmniBook Ultra Flip Laptop 14-fh0xxx,HP,rmirchandani,All good,"00090ffe0001, 30e3a483970e, 30e3a483970d, 30e3a4839711"
656V-NRB,5CD513656V,Intel(R) Core(TM) Ultra 7 258V,31.48 GB,C:\ 1.022887E12,HP OmniBook Ultra Flip Laptop 14-fh0xxx,HP,darshan,Unverified,"00090faa0001, 30e3a4839777, 32e3a4839776, 00090ffe0001, 30e3a4839776, 30e3a483977a"
66KPL-NRB,5CD2166KPL,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.110597E11,HP ProBook 450 G8 Notebook PC,HP,ekamau,All good,"00090faa0001, b03cdcca6936, b23cdcca6935, 00090ffe0001, b03cdcca6935, 8469934eefc2"
66KQF-NRB,5CD2166KQF,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.73 GB,C:\ 5.109979E11,HP ProBook 450 G8 Notebook PC,HP,akieni,All good,"b03cdcca649f, 00090ffe0001, b03cdcca649e, 8469934ee670"
66KR3-NRB,5CD2166KR3,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.68 GB,C:\ 5.110587E11,HP ProBook 450 G8 Notebook PC,HP,bkotecha,Unverified,"b03cdcca6922, b23cdcca6921, 00090ffe0001, b03cdcca6921, 8469934ee660"
68BB4-NRB,5CD2168BB4,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.110235E11,HP ProBook 450 G8 Notebook PC,HP,jmwanzia,All good,"00090ffe0001, c85acfbdd28c, b03cdcace0aa, b23cdcace0a9, b03cdcace0a9, b03cdcace0ad"
691GP,5CD13691GP,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.115153E11,HP ProBook 440 G8 Notebook PC,HP,mkoki,All good,"50814093514b, a0e70b93fcd4, 00090ffe0001, a0e70b93fcd3, a0e70b93fcd7"
691J7-NRB,5CD13691J7,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.115153E11,HP ProBook 440 G8 Notebook PC,HP,dmulupi,Unverified,"508140935010, a0e70b574a0f, 00090ffe0001, a0e70b574a0e"
6C4-NBI,1H842616C4,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111965E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,bmigowe,All good,"00090ffe0001, fa6dcc64376e, f86dcc64376e, 644ed7c07502"
6GCZ-NRB,5CD1246GCZ,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.107352E11,HP ProBook 450 G8 Notebook PC,HP,omwangi,All good,"00090ffe0001, 14857f1c7c6d, 16857f1c7c6c, 14857f1c7c6c, 489ebd2dfcc8"
6HFW,5CD124J5WL,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.73 GB,C:\ 5.119872E11,HP ProBook 450 G8 Notebook PC,HP,dmwende,All good,"489ebd2d82de, 00ff28d576ea, 14857f246c11, 16857f246c10, 00090ffe0001, 14857f246c10"
6HSX-NRB,5CD1246HSX,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,11.73 GB,C:\ 5.112123E11,HP ProBook 450 G8 Notebook PC,HP,saman,Unverified,"00090ffe0001, 14857f206b66, 16857f206b65, 14857f206b65, 14857f206b69, 8469934ee65e"
6HTC,5CD1246HTC,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.115153E11,HP ProBook 450 G8 Notebook PC,HP,blonana,All good,"489ebd2d7792, 14857f25a301, 16857f25a300, 00090ffe0001, 14857f25a300, 14857f25a304"
6KPM-NRB,5CD2166KPM,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.110566E11,HP ProBook 450 G8 Notebook PC,HP,okumur,Needs attention,"8469934eefbf, b03cdcca68af, b23cdcca68ae, 00090ffe0001, b03cdcca68ae"
6KQ5-NRB,5CD2166KQ5,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.110566E11,HP ProBook 450 G8 Notebook PC,HP,tmakena,Unverified,"b03cdcca70de, 00090ffe0001, 463604a7b066, b03cdcca70e1, 8469934eefb4"
6KQK-NRB,5CD2166KQK,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.111022E11,HP ProBook 450 G8 Notebook PC,HP,mkabagi,Unverified,"00090ffe0001, 00090faa0001, b03cdcca6913, b23cdcca6912, b03cdcca6912, 8469934ee66e"
6KRP-NRB,5CD2166KRP,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.110262E11,HP ProBook 450 G8 Notebook PC,HP,lirene,All good,"b03cdcca6c00, 00090ffe0001, c6aa41347c0d, 8469934eef52"
6T3N,5CD0386T3N,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,7.84 GB,C:\ 5.114561E11,HP ProBook 450 G7,HP,jmaina,All good,"f80dac0f06ed, ac1203856a2a, ae1203856a29, 00090ffe0001, aa866dc03c2c, ac1203856a2d"
6VX1,PF1G6VX1,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz,7.87 GB,C:\ 5.107708E11,20L6S2AY00,LENOVO,kkahora,All good,"e86a6427009c, 00ff2d61281c, 1c1bb5450237, 1e1bb5450236, 00090ffe0001, 1c1bb545023a, 1c1bb5450236"
745TZ-NRB,5CD21745TZ,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.109721E11,HP ProBook 450 G8 Notebook PC,HP,iwetoyi,All good,"a8b13b93c41b, bc6ee2d282b5, be6ee2d282b4, 00090ffe0001, bc6ee2d282b4"
763CQ,PC2763CQ,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,7.7 GB,C:\ 2.552082E11,11ED0030UM,LENOVO,mnjeri,Critical,"646ee066f081, 666ee066f080, 1c697af686d8, 646ee066f084, 646ee066f080"
77GM-NRB,PF1077GM,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,7.85 GB,C:\ 5.112123E11,20HD006EUE,LENOVO,fnjeri,All good,"54e1adef2dcd, e470b8a79438, e670b8a79437, 00090ffe0001, e470b8a79437, e470b8a7943b"
87CW-NKR,5CD22987CW,12th Gen Intel(R) Core(TM) i5-1235U,7.64 GB,"C:\ 4.05675E11, D:\ 1.048566E11",HP ProBook 450 15.6 inch G9 Notebook PC,HP,pnjeri,All good,"3203c8efd9f9, 3603c8efd9f9, 3003c8efd9f9, 5c60ba737366"
8B9K-NBI,5CD2168B9K,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.68 GB,"C:\ 5.046498E11, D:\ 5.35806E8",HP ProBook 450 G8 Notebook PC,HP,rsolanki,Critical,"c85acfbdd27a, b03cdccfb1d4, 00090ffe0001, b03cdccfb1d3, b03cdccfb1d7"
8B9P-NBI,5CD2168B9P,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.109685E11,HP ProBook 450 G8 Notebook PC,HP,irapemo,Critical,"00090ffe0001, c85acfbdd282, b03cdccfb774, b23cdccfb773, b03cdccfb773"
8BCR-NRB,5CD2168BCR,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.109706E11,HP ProBook 450 G8 Notebook PC,HP,jbartilol,All good,"c85acfbdd260, b03cdcace0af, 00090ffe0001, b03cdcace0ae"
8BD2-NBI,5CD2168BD2,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.109947E11,HP ProBook 450 G8 Notebook PC,HP,jnzui,Critical,"00090ffe0001, c85acfc0a6d4, b03cdccfb7d8, b23cdccfb7d7, b03cdccfb7d7"
8F8F-NRB,5CD3298F8F,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111326E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,jgitonga,All good,"02410ed11d45, 06410ed11d45, 00090ffe0001, 00410ed11d45, bc0ff38d2822"
8F8P-NRB,5CD3298F8P,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,kmutua,All good,"00090ffe0001, 00090faa0001, 02410ed11101, 06410ed11101, 00410ed11101, 00410ed11102, bc0ff38d281a"
8F8Q-NRB,5CD3298F8Q,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,dkerai,All good,"02410ed11185, 06410ed11185, 00090ffe0001, 00410ed11185, 00410ed11186, bc0ff38d2819"
8F9P-NRB,5CD3298F9P,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111326E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,amurithii,All good,"02410ed1169f, 06410ed1169f, 00090ffe0001, 00410ed1169f, 00410ed116a0, bc0ff38d27e0"
8F9T-NRB,5CD3298F9T,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111326E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,skizongona,Critical,"bc0ff38d27db, 02410ed14fd7, 06410ed14fd7, 00090ffe0001, 00410ed14fd7, 00410ed14fd8"
8LY9-NRB,5CD1238LY9,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.11098E11,HP ProBook 450 G8 Notebook PC,HP,aatieno,Needs attention,"00ff0e8095cc, 586c25562c42, 5a6c25562c41, 00090ffe0001, 586c25562c41, 586c25562c45, 489ebd297980"
8VX8-NRB,5CD3298VX8,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,mracheal,All good,"00090faa0001, 02410ed14807, 06410ed14807, 00090ffe0001, 00410ed14807, 00410ed14808, bc0ff38d287d"
8VY7-NRB,5CD1246GCS,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.73 GB,C:\ 5.111284E11,HP ProBook 450 G8 Notebook PC,HP,afaith,Needs attention,"00090faa0001, 14857f1c7a97, 16857f1c7a96, 00090ffe0001, 00ff5fe9e8e9, 14857f1c7a96, 489ebd2bde1d"
8VZL-NRB,5CD3298VZL,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111326E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,hkimeu,All good,"00090ffe0001, 02410ed11365, 00410ed11365, 00410ed11366, bc0ff38d2932"
8VZS-NRB,5CD3298VZS,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,cndeto,All good,"02410ed10cd7, 06410ed10cd7, 00090ffe0001, 00410ed10cd7, bc0ff38d288a"
8W02-NRB,5CD3298W02,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111326E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,sndungu,Critical,"00090ffe0001, bc0ff38d28b5, 02410ed1488f, 00410ed1488f, 00410ed14890"
8W0K-NRB,5CD3298W0K,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111326E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,akiarie,All good,"00ff01600e0b, bc0ff38d289e, 02410ed14873, 06410ed14873, 00090ffe0001, 00410ed14873, 00410ed14874"
8W0L-NRB,5CD3298W0L,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111326E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,cmburu,All good,"548d08d24502, 02410ed12063, 06410ed12063, 00090ffe0001, 00410ed12063, bc0ff38d287b"
8W1H-NRB,5CD3298W1H,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,wvirginia,All good,"00090faa0001, 02410ed1125f, 06410ed1125f, 00090ffe0001, 00410ed1125f, bc0ff38d29e1"
8W1V-NRB,5CD3298W1V,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,vmwaura,All good,"02410ed124a7, 06410ed124a7, bc0ff38d29de, 00090ffe0001, 00410ed124a7, 00ff565f32a9, 00410ed124a8"
8W21-NRB,5CD3298W21,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,dmathenge,All good,"00090faa0001, bc0ff38d29d6, 02410ed13b81, 06410ed13b81, 00090ffe0001, 00410ed13b81"
8W25-NRB,5CD3298W25,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,"C:\ 5.111315E11, M:\ 1.099512E12",HP ProBook 450 15.6 inch G10 Notebook PC,HP,jsereya,All good,"02410ed13c11, 06410ed13c11, 00090ffe0001, 00410ed13c11, bc0ff38d2a0b"
8W27-NRB,5CD3298W27,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111326E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,bkibet,Critical,"02410ed14853, 06410ed14853, 00090ffe0001, 1224c2412f33, bc0ff38d2a08"
8W2K-NRB,5CD3298W2K,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111326E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,sachieng,Redeployment required,"02410ed12a4b, 06410ed12a4b, 00090ffe0001, 92c34f7a4bd9, 00410ed12a4c, bc0ff38d29fe"
8W39-NRB,5CD3298W39,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.110749E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,nkibet,Critical,"00090ffe0001, 02410ed10453, 00410ed10453, bc0ff38d288f"
8Y1Q,CND1258Y1Q,Intel(R) Core(TM) i3-1005G1 CPU @ 1.20GHz,7.78 GB,"C:\ 9.932359E11, D:\ 5.35806E8",HP 250 G8 Notebook PC,HP,pmburu,Critical,"00090faa0001, 50814034bd2d, 02e93a9ffaf1, 82e93a9ffaf1, 00090ffe0001, 00ff4dfbe9fe, 00e93a9ffaf1"
91GS-NRB,5CD13691GS,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.10322E11,HP ProBook 440 G8 Notebook PC,HP,mmuchoki,All good,"00090faa0001, a0e70b93fc25, a2e70b93fc24, 00090ffe0001, a0e70b93fc24, a0e70b93fc28, 508140935148"
91YH,5CD13691YH,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.115153E11,HP ProBook 440 G8 Notebook PC,HP,vcheruiyot,Unverified,"50814093525d, a0e70b5c8a15, 00090ffe0001, a0e70b5c8a14"
9257-NRB,5CD1369257,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.68 GB,C:\ 5.110822E11,HP ProBook 440 G8 Notebook PC,HP,gngonyo,All good,"a864f1eb8765, aa64f1eb8764, 00090ffe0001, a864f1eb8764, 508140935078"
927X-NRB,5CD136927X,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.110833E11,HP ProBook 440 G8 Notebook PC,HP,jmuthoga,All good,"a864f1eb736a, aa64f1eb7369, 00090ffe0001, a864f1eb7369, a864f1eb736d, 50814093556d"
98F8X-NRB,5CD3298F8X,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111326E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,wmary,All good,"00090faa0001, 02410ed1124d, 06410ed1124d, 00090ffe0001, 00410ed1124d, 00410ed1124e, bc0ff38d2805"
98FBB-NRB,5CD3298FBB,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111326E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,zwanjira,Critical,"02410ed10f8b, 00090ffe0001, 00410ed10f8b, bc0ff38d265a"
98W1J-NRB,5CD3298W1J,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111315E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,fkivet,Critical,"02410ed14ff3, 06410ed14ff3, 00090ffe0001, 00410ed14ff3, bc0ff38d29e4"
ADIKINIM-KLA,5CG012FJWB,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,7.81 GB,"C:\ 1.197247E11, D:\ 1.341779E11",HP EliteBook 830 G6,HP,radikini,All good,"3822e2e62c8e, 84c5a61bbf71, 00090ffe0001, 84c5a61bbf70, 000000000000"
AKAMAU,4CE02331LP,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.85 GB,"C:\ 5.922598E11, E:\ 4.072522E11",HP 290 G3 MT Business PC,HP,No Data,Unverified,"00090faa0001, 9c7bef574fc3, 00090ffe0001"
ALIBAM-KLA,5CG1492LQQ,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,15.68 GB,"C:\ 2.548847E11, D:\ 2.560497E11",HP EliteBook 830 G8,HP,pnambozo,Unverified,"84144da26d14, 86144da26d13, 00090ffe0001, 84144da26d13"
ASIIMWER-KLA,5CG8375GVR,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz,7.84 GB,"C:\ 1.281087E11, D:\ 1.261909E11",HP EliteBook 830 G5,HP,rasiimwe,All good,"00090faa0001, f43909dd2642, 3c6aa7965029, 00090ffe0001, 3c6aa7965028, 3c6aa796502c"
B2X8-NRB,4CE506B2X8,13th Gen Intel(R) Core(TM) i5-13500,7.69 GB,C:\ 5.112112E11,HP Pro Tower 290 G9 Desktop PC,HP,fmulei,Unverified,48ea624ccb1c
BACKUPSERVER,2726R93,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,11.75 GB,"C:\ 2.55387E11, D:\ 4.000768E12",OptiPlex 3080,Dell Inc.,Administrator,Critical,70b5e8670cb8
BAKOKOH-KLA,5CG7383BP6,Intel(R) Core(TM) i5-7300U CPU @ 2.60GHz,7.89 GB,C:\ 2.549645E11,HP EliteBook 840 G4,HP,hbakoko,All good,"80ce622c99b8, 88b111b2a0f8, 8ab111b2a0f7, 00090ffe0001, 88b111b2a0f7, 88b111b2a0fb, 000000000000"
BASIRIKAD-KLA,5CG73306QR,Intel(R) Core(TM) i5-7300U CPU @ 2.60GHz,7.40 GB,C:\ 5.110801E11,HP EliteBook 840 G4,HP,dbasirika,All good,"1860244e5f97, f859712e739b, fa59712e739a, f859712e739a, 000000000000"
BBWIRE-KLA,H3JQ441,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,15.78 GB,"C:\ 1.189327E11, D:\ 1.353586E11",Latitude 7400 2-in-1,Dell Inc.,bbwire,All good,"00090faa0001, 60f26241f0c4, 62f26241f0c3, 00090ffe0001, 60f26241f0c3, 60f26241f0c7"
BLNM,5CG128BLNM,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,15.73 GB,"C:\ 4.975598E11, D:\ 5.24287E11",HP Elite Dragonfly G2 Notebook PC,HP,gsantokh,Unverified,"5414f39ad5c7, 00090ffe0001, 5414f39ad5c6, 5414f39ad5ca"
BNK41,PF295DWQ,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,15.81 GB,"C:\ 5.114561E11, D:\ 6.071214E8, E:\ 5.373266E11, F:\ 4.613724E11",20RD0006UE,LENOVO,skimani,Critical,"5405db127573, 00ff107fbb20, ac1203ac1a5d, 00090ffe0001, ac1203ac1a5c, ac1203ac1a60"
C31Q-NRB,5CD231C31Q,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.68 GB,C:\ 5.110335E11,HP ProBook 450 G8 Notebook PC,HP,tnjoki,All good,"00090faa0001, 546ceb220fc5, 566ceb220fc4, 00090ffe0001, 546ceb220fc4, 5c60babc5e0a"
C39X-NBI,5CD231C39X,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.110272E11,HP ProBook 450 G8 Notebook PC,HP,cnganga,Unverified,"00090ffe0001, 00090faa0001, 8cf8c5d12b63, 8ef8c5d12b62, 8cf8c5d12b62, 8cf8c5d12b66, 5c60babc55ac"
C451-NRB,5CD052GHZ9,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.11131E11,HP ProBook 450 G8 Notebook PC,HP,ratieno,Critical,"00090faa0001, 3024a991db8b, 683e26707f70, 6a3e26707f6f, 00090ffe0001, 683e26707f6f"
C46F-NRB,5CD231C46F,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.112123E11,HP ProBook 450 G8 Notebook PC,HP,wlinda,Unverified,"546ceb10a7bc, 566ceb10a7bb, 00090ffe0001, 546ceb10a7bb, 546ceb10a7bf, 5c60babc5c08"
C49T-NRB,5CD231C49T,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.68 GB,C:\ 5.110377E11,HP ProBook 450 G8 Notebook PC,HP,tngugi,Unverified,"546ceb24422c, 00090ffe0001, 546ceb24422b, 5c60babc5bdf"
CCHSERVER2,8VC665J,Intel(R) Xeon(R) CPU           E5506  @ 2.13GHz,15.98 GB,"C:\ 5.186781E11, D:\ 5.035744E11, E:\ 4.760535E11, F:\ 4.000089E12",PowerEdge T610,Dell Inc.,Administrator,Critical,"782bcb5f3fad, 782bcb5f3faf, 782bcb5f3faf"
CCHSERVER3,F9C7FP1,Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz,15.98 GB,"C:\ 6.361176E11, D:\ 1.363148E12, E:\ 2.000396E12, F:\ 4.855817E12, G:\ 3.145728E12, H:\ 4.000651E12",PowerEdge T610,Dell Inc.,administrator,Critical,"782bcb0ee7cb, 782bcb0ee7c9, 000000000000"
CCHSERVERVM,7837-0465-9774-6141-8246-1442-00,Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,23.99 GB,"C:\ 5.509439E11, D:\ 5.478925E11",Virtual Machine,Microsoft Corporation,Administrator,Critical,00155d05e402
CHURA,VMware-56 4d 59 04 74 86 c5 8e-ef c2 34 1c 03 11 37 75,Intel(R) Xeon(R) CPU E5-4660 v3 @ 2.10GHz,15.99 GB,"C:\ 1.012253E11, E:\ 2.097151E12, F:\ 2.67862E8, H:\ 6.499982E12","VMware7,1","VMware, Inc.",No Data,Needs attention,000c29113775
CNAMWANGA-KLA,CND141DJMH,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,15.68 GB,"C:\ 1.280374E11, D:\ 1.26236E11",HP EliteBook x360 1040 G8,HP,cnamwanga,All good,"00090faa0001, 5ce42ad212b2, 5ee42ad212b1, 00090ffe0001, 5ce42ad212b1, 5ce42ad212b5"
CONSULTANT1-KLA,8CG1461KL2,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.77 GB,"C:\ 2.533727E11, D:\ 2.570458E11",HP Pavilion x360 Convertible 14-dy0xxx,HP,lkawede,All good,"00090ffe0001, 2811a83df3a2, 2a11a83df3a1, 2811a83df3a1, 2811a83df3a5"
CSMT-NRB,5CD409CSMT,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,aryan,Unverified,"00090ffe0001, 00090faa0001, 5a9671ac2246, 5e9671ac2246, 589671ac2246, 2c58b9d9f6cc"
