Endpoint,IP,OS,Group,Agent Version,System status,First Seen,Last Seen,Antivirus Database Version,EPP Best Practice,Open Alerts,Vulnerabilities,Misconfigurations
MACMD286,172.20.90.21,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:09",8.20.72.186,Yes,0,1,53
MACMD285,172.20.110.17,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:15","20 Feb 2026, 16:52",8.20.72.192,Yes,0,2,53
MACMD284,172.20.121.49,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:27","20 Feb 2026, 18:33",8.20.72.192,Yes,0,2,56
MACMD283,172.20.80.63,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:04",8.20.72.186,Yes,0,30,57
MACMD282,172.20.120.60,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:29","21 Feb 2026, 16:08",8.20.72.196,Yes,0,5,57
MACMD281,172.20.120.48,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:02","21 Feb 2026, 15:35",8.20.72.192,Yes,0,1,54
MACMD280,172.20.120.22,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:07",8.20.72.186,Yes,0,1,53
MACMD279,172.20.80.105,Windows,Manually Installed Agents,4.31.0.19139,OK,"24 Dec 2025, 18:19","12 Feb 2026, 17:19",8.20.71.172,Yes,0,10,60
MACMD278,172.20.80.44,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 07:39","21 Feb 2026, 16:09",8.20.72.186,Yes,0,9,57
MACMD277,172.20.80.71,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 15:13","18 Feb 2026, 11:45",8.20.72.170,Yes,0,2,32
MACMD276,172.20.120.16,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:08","21 Feb 2026, 16:04",8.20.72.186,Yes,0,3,51
MACMD274,172.20.121.31,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:38","20 Feb 2026, 17:30",8.20.72.192,Yes,0,5,54
MACMD273,172.20.80.187,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 13:01","20 Feb 2026, 21:59",8.20.72.186,Yes,0,3,53
MACMD271,172.20.110.32,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:02","21 Feb 2026, 16:04",8.20.72.186,Yes,0,5,57
MACMD270,172.20.110.72,Windows,Manually Installed Agents,4.31.0.19139,OK,"01 Dec 2025, 09:11","10 Feb 2026, 10:30",8.20.70.52,Yes,0,5,51
MACMD269,172.20.80.57,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:09","21 Feb 2026, 16:03",8.20.72.192,Yes,0,2,57
MACMD268,172.20.90.22,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:05",8.20.72.186,Yes,0,3,53
MACMD267,172.20.80.30,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:20","20 Feb 2026, 18:45",8.20.72.192,Yes,0,5,53
MACMD266,172.20.80.53,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 12:01","20 Feb 2026, 19:54",8.20.72.192,Yes,0,5,54
MACMD265,172.20.70.27,Windows,Manually Installed Agents,4.31.0.19214,OK,"24 Dec 2025, 15:34","21 Feb 2026, 16:07",8.20.72.186,Yes,0,4,54
MACMD264,172.20.80.94,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","20 Feb 2026, 18:42",8.20.72.186,Yes,0,6,51
MACMD263,172.20.80.120,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:04",8.20.72.186,Yes,0,6,57
MACMD262,172.20.120.15,Windows,Manually Installed Agents,4.31.0.19214,OK,"04 Dec 2025, 16:12","21 Feb 2026, 16:05",8.20.72.186,Yes,0,1,53
MACMD261,172.20.80.34,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:06",8.20.72.186,Yes,0,5,57
MACMD260,172.20.80.49,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","20 Feb 2026, 18:09",8.20.72.186,Yes,0,5,53
MACMD259,172.20.80.146,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:36","21 Feb 2026, 16:05",8.20.72.186,Yes,0,3,57
MACMD257,172.20.80.203,Windows,Manually Installed Agents,4.31.0.19214,OK,"09 Dec 2025, 13:07","21 Feb 2026, 12:27",8.20.72.192,Yes,0,3,53
MACMD256,172.20.80.157,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:44","20 Feb 2026, 17:55",8.20.72.192,Yes,0,3,53
MACMD255,172.20.110.38,Windows,Manually Installed Agents,4.31.0.19214,OK,"15 Dec 2025, 14:53","21 Feb 2026, 15:58",8.20.72.192,Yes,0,1,57
MACMD254,172.20.110.117,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:40","20 Feb 2026, 18:37",8.20.72.192,Yes,0,5,51
MACMD253,172.20.121.43,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:20","20 Feb 2026, 18:02",8.20.72.192,Yes,0,6,57
MACMD252,100.63.27.13,Windows,Manually Installed Agents,4.31.0.19214,OK,"05 Dec 2025, 13:48","20 Feb 2026, 12:42",8.20.72.6,Yes,0,1,56
MACMD251,172.20.110.131,Windows,Manually Installed Agents,4.31.0.19139,OK,"01 Dec 2025, 08:20","13 Feb 2026, 18:00",8.20.70.38,Yes,0,1,57
MACMD250,172.20.80.180,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:09","20 Feb 2026, 19:37",8.20.72.186,Yes,0,4,54
MACMD249,172.20.80.100,Windows,Manually Installed Agents,4.31.0.19214,OK,"15 Jan 2026, 01:43","21 Feb 2026, 05:08",8.20.72.186,Yes,0,1,54
MACMD248,172.20.30.124,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 06:56","20 Feb 2026, 16:29",8.20.72.192,Yes,0,4,57
MACMD247,172.20.121.46,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:08",8.20.72.186,Yes,0,4,57
MACMD246,172.20.121.61,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:39","20 Feb 2026, 18:25",8.20.72.192,Yes,0,4,53
MACMD245,172.20.121.47,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:05",8.20.72.186,Yes,0,4,57
MACMD243,172.20.110.128,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:07",8.20.72.186,Yes,0,14,53
MACMD242,172.20.80.74,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:39","20 Feb 2026, 17:28",8.20.72.192,Yes,0,2,51
MACMD241,172.20.80.29,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:07",8.20.72.200,Yes,0,4,54
MACMD240,172.20.121.35,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","20 Feb 2026, 15:53",8.20.72.186,Yes,0,4,54
MACMD24,172.20.30.67,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:07",8.20.72.196,Yes,0,5,58
MACMD239,172.20.110.99,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","19 Feb 2026, 18:45",8.20.72.180,Yes,0,4,54
MACMD238,172.20.121.44,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:56","20 Feb 2026, 16:52",8.20.72.186,Yes,0,2,55
MACMD237,172.20.80.52,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:08",8.20.72.186,Yes,0,10,59
MACMD236,172.20.80.65,Windows,IT Support,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:08",8.20.72.186,Yes,0,28,56
MACMD235,172.20.80.113,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:06","21 Feb 2026, 16:08",8.20.72.186,Yes,0,5,57
MACMD234,172.20.80.231,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:08",8.20.72.186,Yes,0,4,57
MACMD233,172.20.80.135,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:15","20 Feb 2026, 17:14",8.20.72.192,Yes,0,2,53
MACMD232,172.20.80.170,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:07",8.20.72.186,Yes,0,3,56
MACMD231,172.20.110.140,Windows,Manually Installed Agents,4.31.0.19214,OK,"02 Dec 2025, 09:03","21 Feb 2026, 16:05",8.20.72.186,Yes,0,2,53
MACMD23,172.20.120.64,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:07",8.20.72.186,Yes,0,1,61
MACMD229,172.20.80.109,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:14","16 Feb 2026, 23:39",8.20.72.148,Yes,0,24,57
MACMD227,172.20.90.18,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 10:10","21 Feb 2026, 12:11",8.20.72.192,Yes,0,4,52
MACMD226,172.20.80.106,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:50","20 Feb 2026, 17:51",8.20.72.186,Yes,0,1,53
MACMD225,172.20.80.217,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:08",8.20.72.186,Yes,0,14,50
MACMD224,172.20.120.53,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:22","20 Feb 2026, 18:46",8.20.72.192,Yes,0,3,51
MACMD223,172.20.120.38,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:07",8.20.72.186,Yes,0,1,50
MACMD222,172.20.70.14,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:06",8.20.72.186,Yes,0,14,56
MACMD221,172.20.110.31,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:05",8.20.72.186,Yes,0,3,55
MACMD220,172.20.120.52,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:07",8.20.72.186,Yes,0,1,54
MACMD218,172.20.30.61,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:45","20 Feb 2026, 17:13",8.20.72.186,Yes,0,3,57
MACMD217,172.20.110.25,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:06",8.20.72.174,Yes,0,1,53
MACMD216,172.20.80.85,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:02","20 Feb 2026, 17:57",8.20.72.192,Yes,0,4,52
MACMD215,172.20.80.72,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:04",8.20.72.186,Yes,0,6,57
MACMD214,172.20.50.65,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:05",8.20.72.186,Yes,0,24,56
MACMD213,172.20.110.27,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:21","20 Feb 2026, 18:09",8.20.72.192,Yes,0,4,51
MACMD211,172.20.110.54,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:22","20 Feb 2026, 18:18",8.20.72.186,Yes,0,2,50
MACMD208,172.20.121.27,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:07","21 Feb 2026, 07:12",8.20.72.192,Yes,0,3,53
MACMD206,172.20.80.113,Windows,Manually Installed Agents,4.30.1.18852,OK,"01 Dec 2025, 08:50","22 Jan 2026, 18:10",8.20.70.52,Yes,0,3,54
MACMD205,172.20.80.172,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:36","21 Feb 2026, 16:07",8.20.72.192,Yes,0,4,54
MACMD203,172.20.50.86,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 10:31","21 Feb 2026, 13:50",8.20.72.186,Yes,0,3,53
MACMD202,172.20.110.52,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 16:41","21 Feb 2026, 16:08",8.20.72.192,Yes,0,2,50
MACMD201,172.20.80.141,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:07","21 Feb 2026, 14:48",8.20.72.186,Yes,0,10,57
MACMD200,172.20.110.34,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:08","21 Feb 2026, 16:05",8.20.72.192,Yes,0,2,53
MACMD20,10.223.67.18,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:06",8.20.72.192,Yes,0,6,60
MACMD199,172.20.121.40,Windows,Manually Installed Agents,4.31.0.19214,OK,"18 Dec 2025, 12:39","20 Feb 2026, 18:02",8.20.72.192,Yes,0,1,53
MACMD198,172.20.121.53,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:45","20 Feb 2026, 18:22",8.20.72.192,Yes,0,4,55
MACMD197,172.20.110.148,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 10:53","21 Feb 2026, 16:04",8.20.72.192,Yes,0,2,55
MACMD196,172.20.121.37,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:05",8.20.72.186,Yes,0,3,57
MACMD194,172.20.70.35,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:43","21 Feb 2026, 16:05",8.20.72.186,Yes,0,5,54
MACMD193,172.20.80.138,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:35","20 Feb 2026, 19:44",8.20.72.192,Yes,0,3,51
MACMD192,172.20.110.26,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:00","21 Feb 2026, 16:05",8.20.72.186,Yes,0,2,52
MACMD19,172.20.80.224,Windows,Manually Installed Agents,4.31.0.19214,OK,"06 Jan 2026, 15:16","21 Feb 2026, 16:05",8.20.72.196,Yes,0,4,53
MACMD189,172.20.110.39,Windows,Manually Installed Agents,4.31.0.19214,OK,"19 Dec 2025, 12:30","20 Feb 2026, 18:09",8.20.72.192,Yes,0,1,53
MACMD188,172.20.120.49,Windows,Manually Installed Agents,4.31.0.19214,OK,"05 Jan 2026, 17:52","21 Feb 2026, 16:08",8.20.72.186,Yes,0,1,50
MACMD187,172.20.80.10,Windows,Manually Installed Agents,4.31.0.19214,OK,"10 Dec 2025, 10:56","20 Feb 2026, 18:57",8.20.72.200,Yes,0,2,53
MACMD186,172.20.30.193,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:44","20 Feb 2026, 17:15",8.20.72.186,Yes,0,3,56
MACMD185,172.20.50.75,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 11:47","21 Feb 2026, 15:55",8.20.72.196,Yes,0,2,56
MACMD184,172.20.80.123,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:24","21 Feb 2026, 12:28",8.20.72.192,Yes,0,3,51
MACMD183,172.20.110.83,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:01","21 Feb 2026, 14:23",8.20.72.192,Yes,0,2,54
MACMD182,172.20.80.227,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:19","21 Feb 2026, 16:07",8.20.72.186,Yes,0,3,51
MACMD181,172.20.80.22,Windows,USB Alllowed Group,4.31.0.19214,OK,"01 Dec 2025, 05:35","21 Feb 2026, 16:08",8.20.72.186,Yes,0,8,56
MACMD180,172.20.110.15,Windows,Manually Installed Agents,4.31.0.19214,OK,"23 Jan 2026, 10:29","20 Feb 2026, 17:55",8.20.72.192,Yes,0,1,54
MACMD179,172.20.80.216,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:04",8.20.72.186,Yes,0,26,54
MACMD178,172.20.70.155,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:43","20 Feb 2026, 17:16",8.20.72.186,Yes,0,8,51
MACMD176,172.20.80.81,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 14:32","20 Feb 2026, 16:55",8.20.72.192,Yes,0,1,53
MACMD175,172.20.121.71,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:20","21 Feb 2026, 11:10",8.20.72.206,Yes,0,7,55
MACMD173,172.20.110.49,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:59","21 Feb 2026, 16:05",8.20.72.192,Yes,0,1,50
MACMD172,172.20.80.68,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:08",8.20.72.186,Yes,0,8,59
MACMD171,172.20.80.43,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:04",8.20.72.186,Yes,0,3,54
MACMD170,172.20.30.192,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:09",8.20.72.186,Yes,0,6,58
MACMD169,172.20.70.33,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:06",8.20.72.186,Yes,0,32,57
MACMD168,172.20.80.143,Windows,Manually Installed Agents,4.31.0.19214,OK,"02 Dec 2025, 09:14","20 Feb 2026, 18:05",8.20.72.186,Yes,0,2,53
MACMD167,172.20.30.188,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:59","21 Feb 2026, 01:46",8.20.72.186,Yes,0,6,53
MACMD166,172.20.110.76,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:46","20 Feb 2026, 18:14",8.20.72.192,Yes,0,1,50
MACMD165,172.20.110.192,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:41","20 Feb 2026, 17:37",8.20.72.192,Yes,0,3,53
MACMD162,172.20.80.130,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:12","20 Feb 2026, 19:08",8.20.72.200,Yes,0,3,51
MACMD161,172.20.110.187,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:24","20 Feb 2026, 17:58",8.20.72.192,Yes,0,1,54
MACMD159,172.20.121.34,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 12:09","20 Feb 2026, 18:20",8.20.72.192,Yes,0,4,57
MACMD158,172.20.90.13,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:45","21 Feb 2026, 15:48",8.20.72.192,Yes,0,3,50
MACMD157,172.20.80.236,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:45","21 Feb 2026, 16:05",8.20.72.186,Yes,0,23,51
MACMD156,172.20.70.34,Windows,Manually Installed Agents,4.31.0.19139,OK,"24 Dec 2025, 19:24","11 Feb 2026, 12:40",8.20.69.218,Yes,0,0,6
MACMD155,172.20.110.44,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:07","20 Feb 2026, 18:01",8.20.72.192,Yes,0,2,53
MACMD154,172.20.80.122,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:08",8.20.72.196,Yes,0,5,59
MACMD153,172.20.120.19,Windows,Manually Installed Agents,4.31.0.19214,OK,"03 Feb 2026, 15:07","21 Feb 2026, 16:06",8.20.72.164,Yes,0,1,51
MACMD149,172.20.110.167,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:16","20 Feb 2026, 18:04",8.20.72.192,Yes,0,2,54
MACMD148,172.20.110.48,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:13","21 Feb 2026, 16:08",8.20.72.186,Yes,0,2,51
MACMD147,172.20.110.176,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:06","21 Feb 2026, 16:07",8.20.72.186,Yes,0,3,52
MACMD144,172.20.80.173,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 22:24","20 Feb 2026, 21:59",8.20.72.186,Yes,0,3,51
MACMD143,172.20.110.36,Windows,Manually Installed Agents,4.31.0.19214,OK,"16 Dec 2025, 13:41","21 Feb 2026, 16:09",8.20.72.186,Yes,0,1,54
MACMD141,172.20.110.156,Windows,Manually Installed Agents,4.31.0.19214,OK,"03 Dec 2025, 11:09","21 Feb 2026, 16:01",8.20.72.192,Yes,0,1,52
MACMD139,100.63.27.13,Windows,Manually Installed Agents,4.30.1.18852,OK,"01 Jan 2026, 13:31","22 Jan 2026, 10:42",8.20.70.72,Yes,0,0,6
MACMD138,172.20.120.71,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:08","21 Feb 2026, 16:05",8.20.72.186,Yes,0,4,57
MACMD135,172.20.80.4,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:06",8.20.72.186,Yes,0,2,53
MACMD134,172.20.80.11,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:09","21 Feb 2026, 16:00",8.20.72.192,Yes,0,2,53
MACMD133,172.20.110.86,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:03","21 Feb 2026, 16:08",8.20.72.192,Yes,0,5,58
MACMD13,172.20.80.66,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:06",8.20.72.186,Yes,0,3,52
MACMD03,172.20.50.49,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:06",8.20.72.186,Yes,0,2,60
MACMD02,172.20.50.24,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:07","17 Feb 2026, 16:36",8.20.72.148,Yes,0,8,58
MACMD01,172.20.30.126,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:05",8.20.72.186,Yes,0,6,58
MACMBOPADB,192.168.101.172,Windows,Manually Installed Agents,4.31.0.19214,OK,"23 Dec 2025, 14:19","21 Feb 2026, 16:07",8.20.72.186,Yes,0,27,42
MACMADC,192.168.101.22,Windows,Windows Servers,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:05",8.20.72.202,Yes,0,0,49
MACM-XTENDVOICE,192.168.101.150,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:06",8.20.72.186,Yes,0,2,52
MACM-UAT-WEBAPP,192.168.142.13,Windows,STT instance,4.31.0.19214,OK,"09 Dec 2025, 17:09","21 Feb 2026, 16:08",8.20.72.186,Yes,0,43,48
MACM-TRACKWIZZUAT,192.168.101.52,Windows,Windows Servers,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:04",8.20.72.216,Yes,0,20,44
MACM-RPA-TALLY2,172.20.50.81,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:04",8.20.72.186,Yes,0,3,58
MACM-RPA-TALLY,172.20.50.41,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:35","21 Feb 2026, 16:04",8.20.72.186,Yes,0,2,58
MACM-PRTG,192.168.101.124,Windows,Windows Servers,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:05",8.20.72.216,Yes,0,1,44
MACM-PRO-DB,10.8.172.14,Windows,Manually Installed Agents,4.31.0.19214,OK,"26 Dec 2025, 22:39","21 Feb 2026, 16:07",8.20.72.186,Yes,0,27,46
MACM-PRO-APP1,192.168.152.27,Windows,Manually Installed Agents,4.31.0.19214,OK,"26 Dec 2025, 22:43","21 Feb 2026, 16:05",8.20.72.186,Yes,0,5,42
MACM-MISDB,192.168.101.185,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:04",8.20.72.186,Yes,0,44,41
MACM-LSRV01,192.168.101.40,Windows,Windows Servers,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:08",8.20.72.216,Yes,0,9,50
MACM-LPRTG,192.168.101.139,Windows,Windows Servers,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:06",8.20.72.216,Yes,0,0,47
MACM-IAPP,192.168.101.60,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:07",8.20.72.186,Yes,0,1,40
MACM-FS,192.168.101.120,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:07",8.20.72.186,Yes,0,0,38
MACM-DATABASE,192.168.101.25,Windows,Windows Servers,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:04",8.20.72.186,Yes,0,29,51
MACM-CI-IAM,192.168.101.207,Windows,Manually Installed Agents,4.31.0.19214,OK,"12 Feb 2026, 12:00","21 Feb 2026, 16:08",8.20.72.186,Yes,0,2,39
MACM-B2B2C-DB,10.20.99.254,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:06",8.20.72.186,Yes,0,25,42
MACM-B2B2C-APP,10.20.97.250,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:06",8.20.72.186,Yes,0,6,40
MACM-APP,192.168.101.30,Windows,Windows Servers,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:08",8.20.72.186,Yes,0,3,51
MACM-ACCOUNT,172.20.50.10,Windows,Windows Servers,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:05",8.20.72.186,Yes,0,0,50
MABackoffUAT,10.7.132.12,Windows,STT instance,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:04",8.20.72.186,Yes,0,10,44
MABOWEBPRO4,192.168.152.41,Windows,STT instance,4.31.0.19214,OK,"11 Dec 2025, 17:27","21 Feb 2026, 16:08",8.20.72.186,Yes,0,2,42
MABOWEBPRO3,192.168.152.42,Windows,STT instance,4.31.0.19214,OK,"11 Dec 2025, 17:27","21 Feb 2026, 16:07",8.20.72.186,Yes,0,4,49
MABOWEBPRO2,192.168.152.24,Windows,STT instance,4.31.0.19214,OK,"11 Dec 2025, 17:29","21 Feb 2026, 16:06",8.20.72.204,Yes,0,5,46
MABOPREDB,10.8.172.25,Windows,STT instance,4.30.0.18632,Warning,"01 Dec 2025, 05:33","21 Feb 2026, 16:08",8.20.72.204,Yes,0,27,47
